record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision,bin_fill_score,hazardous_score,contamination_score,collection_priority_normalized,waste_risk_score,waste_risk_level,aqi_score,carbon_score,pollution_risk_score,pollution_risk_level,compliance_status
SWM_105734,Central Zone,District_D,59,31-05-2025,11:41,Industrial,CP_2479,29.759635,78.814094,Mixed,Mixed Dry,537.48,5.05,80.13,32.72,57.43,29.89,32.6,53.51,13.78,6.36,3.11,19.85,36.46,19.88,260,8,36.03,Yes,Electric Vehicle,8060,56.19,108,20.84,Low,Waste Processing Unit,43.19,22.7,49.92,98.77,20.96,28.56,76.39,560.1,65.43,High,Energy Recovery,20.04000500062508,91.86666666666666,63.6,28.55285528552855,47.985596959745976,Medium,71.875,52.54369945212628,70.07394316897121,High,Warning
SWM_105735,West Zone,District_H,32,31-12-2024,20:38,Commercial,CP_5688,30.418546,68.467314,Paper,Office Paper,519.76,0.7,89.15,55.18,12.89,43.11,28.66,20.19,0.66,6.48,6.36,26.44,68.34,20.34,260,5,93.91,No,Mini Truck,6730,22.57,58,7.86,High,Waste Processing Unit,86.48,38.66,67.89,61.77,16.92,41.5,82.86,148.07,62.1,Medium,Recycling,92.39904988123516,4.4,64.8,41.4941494149415,57.2437423647353,Medium,71.875,49.64779546047483,51.71183863814245,Moderate,Violation
SWM_105736,Suburban Zone,District_A,51,08-04-2025,21:56,Industrial,CP_9364,23.210768,93.624017,Organic,Crop Residue,494.19,10.43,79.66,43.82,7.21,44.53,7.2,32.55,1.91,9.61,0.12,26.88,93.67,21.3,32,2,77.36,No,Mini Truck,5814,38.43,153,2.46,Moderate,Recovery Center,88.4,2.29,70.92,45.08,6.54,47.12,67.49,71.91,109.53,Medium,Recycling,71.70896362045256,12.733333333333333,96.1,47.11471147114712,58.154125502186425,Medium,0.625,90.89486042264545,30.127624793460303,Low,Warning
SWM_105737,Suburban Zone,District_E,21,24-09-2024,20:31,Institutional,CP_2423,17.540428,73.706222,Plastic,PET,677.37,5.08,78.04,30.2,46.77,48.82,14.4,30.06,12.12,6.33,7.88,27.62,50.99,3.52,150,5,84.19,Yes,Mini Truck,7262,33.77,125,23.29,Moderate,Transfer Station,33.25,89.47,70.92,5.83,76.4,4.1,33.9,295.21,79.58,Low,Energy Recovery,80.24753094136767,80.8,63.3,4.09040904090409,65.57257373268268,High,37.5,64.84911731454909,54.36473519436473,Moderate,Compliant
SWM_105738,West Zone,District_B,60,19-07-2025,06:25,Residential,CP_4268,27.547443,82.553794,Organic,Garden Waste,275.72,7.27,63.12,28.86,47.69,25.16,2.74,50.83,13.7,6.07,8.02,34.02,59.17,77.83,346,6,68.04,No,Compactor Truck,8457,42.73,163,25.52,Moderate,Composting Facility,97.29,62.39,41.57,4.78,75.72,11.05,55.46,44.92,87.01,Low,Energy Recovery,60.05750718839856,91.33333333333333,60.699999999999996,11.041104110411043,60.65250182525441,High,98.75,71.310548743369,89.03483128967737,Critical,Warning
SWM_105739,Urban Zone,District_A,60,14-09-2024,02:07,Residential,CP_7724,13.344115,78.119698,Glass,Jar,596.64,7.23,22.72,33.52,35.76,19.74,25.08,25.24,8.8,2.49,10.0,38.89,49.62,116.2,118,4,76.58,Yes,Dump Truck,3126,27.77,31,10.05,Low,Composting Facility,57.98,33.67,4.31,34.23,1.92,53.54,5.52,89.96,112.98,Medium,Recycling,70.73384173021628,58.666666666666664,24.900000000000002,53.535353535353536,55.97050638905621,Medium,27.500000000000004,93.89512131489694,53.65186972780242,Moderate,Warning
SWM_105740,Central Zone,District_A,18,02-07-2025,17:27,Industrial,CP_5437,24.940197,94.337762,Plastic,LDPE,76.01,11.85,69.93,81.52,72.92,47.01,28.59,36.64,1.84,1.08,3.07,29.13,94.21,76.93,30,8,71.78,Yes,Mini Truck,2195,33.39,36,6.92,Low,Transfer Station,54.63,26.28,56.72,29.67,51.46,62.45,46.65,50.73,23.56,Low,Energy Recovery,64.73309163645456,12.266666666666667,10.8,62.44624462446245,40.48684001491786,Medium,0.0,16.131837551091397,7.292884598660752,Low,Compliant
SWM_105741,Suburban Zone,District_H,56,16-05-2025,05:39,Market,CP_6783,25.680211,73.91771,Glass,Container,179.4,8.34,41.05,72.52,7.06,39.13,23.36,31.52,12.08,9.48,6.52,21.59,66.32,0.38,80,2,46.28,Yes,Auto Tipper,4131,42.4,94,35.12,Low,Recycling Plant,35.83,24.35,16.34,48.52,44.7,49.67,26.35,302.95,45.38,High,Recycling,32.85410676334542,80.53333333333333,94.80000000000001,49.66496649664967,59.684721013168954,Medium,15.625,35.10740064353423,34.45138685972694,Low,Compliant
SWM_105742,West Zone,District_G,59,22-12-2024,07:47,Commercial,CP_4508,36.559773,73.468905,Metal,Iron,113.51,9.79,70.61,81.83,39.71,10.95,36.24,47.62,11.19,0.36,4.86,27.18,45.8,15.11,332,8,90.65,No,Electric Vehicle,8769,15.31,133,3.87,High,Waste Processing Unit,45.91,54.37,35.65,36.78,39.34,68.49,25.67,566.44,48.87,Low,Recycling,88.32354044255534,74.6,3.5999999999999996,68.48684868486849,64.97244347975241,High,94.375,38.14244716931907,73.55023415079572,High,Violation
SWM_105743,Suburban Zone,District_B,11,10-06-2025,23:46,Institutional,CP_7869,20.167657,72.277923,Glass,Broken Glass,382.68,8.42,33.76,19.24,61.41,29.75,19.56,23.15,4.28,1.16,2.66,25.41,45.17,32.67,87,5,21.86,Yes,Dump Truck,2770,18.36,6,2.35,Low,Recovery Center,73.65,19.01,11.98,63.26,94.91,92.19,55.0,234.29,30.32,Medium,Recycling,2.3252906613326663,28.53333333333333,11.6,92.18921892189219,24.211832436150225,Low,17.8125,22.010609618227676,21.21609955213497,Low,Compliant
SWM_105744,North Zone,District_A,54,15-02-2025,11:42,Industrial,CP_2390,19.124139,69.289982,Metal,Aluminum,477.06,10.9,61.54,61.93,22.79,22.18,38.14,44.48,0.94,1.88,4.36,40.67,88.24,39.49,153,7,34.04,No,Compactor Truck,1576,8.32,109,5.11,Moderate,Waste Processing Unit,16.03,10.01,49.75,75.85,29.93,51.41,87.91,555.01,45.41,High,Energy Recovery,17.552194024253033,6.266666666666667,18.8,51.4051405140514,20.058315353475592,Low,38.4375,35.13348986868423,31.0121302939386,Low,Compliant
SWM_105745,East Zone,District_A,6,19-02-2025,11:48,Residential,CP_8389,29.2487,70.07693,Organic,Crop Residue,467.02,7.18,51.39,16.5,53.3,11.57,36.69,5.32,10.14,3.9,3.3,26.21,47.87,27.92,217,2,87.43,Yes,Dump Truck,8318,38.03,122,30.07,Low,Recycling Plant,23.22,20.99,42.78,70.83,97.19,36.8,86.2,561.6,5.8,High,Energy Recovery,84.29803725465685,67.60000000000001,39.0,36.7936793679368,63.93826680705327,High,58.4375,0.687016262283677,42.944854878685106,Moderate,Warning
SWM_105746,South Zone,District_A,26,14-05-2025,00:14,Residential,CP_1046,28.719028,80.407356,Organic,Garden Waste,480.6,6.44,78.62,18.62,55.1,12.56,33.39,52.4,3.21,3.55,5.32,19.8,57.92,71.88,33,9,92.82,No,Auto Tipper,8757,22.59,62,11.13,Moderate,Recycling Plant,53.15,81.7,56.87,86.46,17.98,87.1,56.04,198.42,15.42,Medium,Energy Recovery,91.03637954744343,21.4,35.5,87.0987098709871,61.92935829962544,High,0.9375,9.052961127054528,7.464638338116359,Low,Warning
SWM_105747,East Zone,District_E,21,31-10-2024,18:40,Industrial,CP_6776,10.224065,87.565566,Organic,Food Waste,760.55,8.75,67.77,19.95,25.08,39.98,20.03,1.47,3.94,8.8,8.18,23.02,38.47,113.24,326,6,52.24,Yes,Compactor Truck,3087,9.28,46,21.02,High,Composting Facility,47.15,97.28,64.54,45.46,37.01,61.4,53.27,414.75,68.17,Medium,Landfill,40.305038129766224,26.266666666666666,88.00000000000001,61.396139613961395,49.49810286066737,Medium,92.5,54.926515349160795,67.98128793808156,High,Warning
SWM_105748,Industrial Zone,District_A,39,25-10-2024,19:09,Market,CP_1424,34.357724,68.115831,Glass,Bottle,456.78,9.56,12.61,9.35,7.58,47.09,33.83,6.55,9.77,5.82,1.34,32.24,22.98,0.71,274,1,43.13,No,Electric Vehicle,10322,55.24,80,23.3,High,Recycling Plant,3.15,3.48,11.97,27.17,15.28,22.46,15.8,474.9,51.52,Medium,Composting,28.916114514314295,65.13333333333333,58.20000000000001,22.452245224522454,42.85761592273742,Medium,76.25,40.44699539090356,63.28576528393773,High,Warning
SWM_105749,Urban Zone,District_E,32,06-03-2025,02:22,Residential,CP_5230,27.52485,76.898155,Paper,Cardboard,371.29,7.39,10.78,25.24,77.06,42.8,37.14,2.39,8.46,2.78,8.45,34.12,34.22,8.27,211,2,76.16,Yes,Mini Truck,1765,55.85,76,14.18,High,Transfer Station,43.32,73.29,59.1,61.86,26.42,10.58,47.21,349.97,93.57,Low,Energy Recovery,70.20877609701213,56.400000000000006,27.799999999999997,10.57105710571057,49.329169004661445,Medium,56.56250000000001,77.01539264283849,62.66586779285155,High,Warning
SWM_105750,Industrial Zone,District_C,48,23-04-2025,18:07,Market,CP_6066,10.29302,73.471312,Organic,Garden Waste,196.8,6.64,40.07,70.58,68.85,31.09,34.85,39.49,8.83,5.39,5.02,22.59,56.96,93.26,230,6,63.74,No,Auto Tipper,7061,26.23,145,37.72,Moderate,Recovery Center,2.04,12.67,89.56,11.91,55.66,91.95,68.51,286.89,14.33,Medium,Composting,54.68183522940369,58.86666666666667,53.89999999999999,91.94919491949194,61.16177999635193,High,62.5,8.10505261327072,45.45484911731455,Moderate,Warning
SWM_105751,Central Zone,District_E,50,15-11-2024,06:52,Commercial,CP_1481,13.921589,88.456284,Mixed,Mixed Wet,559.86,7.11,49.4,28.99,51.37,47.36,26.2,52.91,10.74,7.52,1.3,20.62,43.79,45.14,261,9,71.02,Yes,Mini Truck,8526,24.46,83,14.09,Moderate,Waste Processing Unit,99.41,59.26,6.37,2.02,73.48,46.26,89.48,456.8,96.24,High,Energy Recovery,63.78297287160895,71.6,75.2,46.25462546254626,65.39138296802552,High,72.1875,79.33733368118966,74.21495010435689,High,Warning
SWM_105752,Industrial Zone,District_B,11,01-04-2025,17:54,Residential,CP_7118,14.235566,78.051883,Mixed,Municipal Mixed,550.79,10.15,73.86,33.71,47.34,0.17,37.32,16.7,1.85,7.76,7.11,27.96,49.87,84.25,49,5,21.91,Yes,Dump Truck,6735,57.2,168,37.27,High,Waste Processing Unit,39.85,74.6,56.65,70.3,90.77,42.96,43.06,509.57,7.68,Medium,Recycling,2.3877984748093515,12.333333333333334,77.60000000000001,42.95429542954296,26.00159703768852,Low,5.9375,2.321941038351161,6.131998978172016,Low,Compliant
SWM_105753,East Zone,District_F,20,24-02-2025,05:39,Residential,CP_4663,15.412505,72.052176,Metal,Steel,719.97,6.86,8.43,41.71,66.02,4.67,11.81,53.66,0.97,9.96,3.1,19.01,31.86,76.89,67,5,30.67,No,Mini Truck,8824,45.94,126,17.0,High,Recycling Plant,89.78,7.91,39.63,58.94,84.53,53.53,75.08,391.5,38.29,Low,Landfill,13.339167395924493,6.466666666666667,99.60000000000001,53.52535253525353,34.9011365053245,Low,11.5625,28.941647099747808,15.757077463257675,Low,Compliant
SWM_105754,Central Zone,District_D,39,15-03-2025,14:33,Hospital,CP_4704,19.700872,92.467459,Mixed,Municipal Mixed,104.5,11.63,58.59,42.13,69.37,28.59,27.88,6.04,12.43,9.14,0.88,24.09,50.6,61.21,255,9,92.45,No,Electric Vehicle,7709,59.93,94,30.35,Low,Transfer Station,74.16,78.2,16.51,41.51,76.64,90.3,92.8,40.92,111.16,Medium,Composting,90.57382172771598,82.86666666666666,91.4,90.29902990299028,88.7710498432016,Critical,70.3125,92.31237498912948,79.42329583007218,High,Violation
SWM_105755,Suburban Zone,District_H,17,05-12-2024,10:08,Industrial,CP_6515,35.477122,68.058714,Glass,Jar,29.33,3.39,9.93,62.05,35.66,11.73,31.64,10.31,11.49,9.73,5.81,40.28,27.46,36.54,71,4,75.23,No,Electric Vehicle,9525,42.32,37,6.43,Low,Waste Processing Unit,91.68,94.95,3.17,81.08,13.77,12.22,70.03,85.27,56.55,High,Composting,69.0461307663458,76.6,97.30000000000001,12.211221122112214,68.06013547485516,High,12.812499999999998,44.82128880772241,35.17263664231672,Low,Compliant
SWM_105756,Urban Zone,District_E,47,02-06-2025,16:10,Commercial,CP_4321,19.145688,87.692637,Mixed,General Waste,641.11,2.69,20.69,90.65,0.47,28.07,23.72,49.13,3.26,9.49,0.69,26.2,38.42,26.01,181,1,33.37,No,Mini Truck,8780,11.97,23,31.44,Moderate,Transfer Station,96.52,77.26,25.02,25.01,73.24,33.01,79.85,48.14,48.15,Medium,Landfill,16.714589323665454,21.73333333333333,94.9,33.003300330033,36.04966411230446,Low,47.1875,37.51630576571876,39.195308396382295,Low,Compliant
SWM_105757,West Zone,District_C,10,19-06-2025,10:04,Market,CP_4162,19.133438,77.52895,Mixed,General Waste,579.63,8.16,89.6,61.38,66.75,11.93,26.11,29.03,12.81,8.81,2.54,19.61,60.43,40.34,86,4,76.88,Yes,Dump Truck,3985,1.35,9,28.16,High,Recycling Plant,53.89,32.37,57.36,93.44,88.6,87.3,23.69,266.07,13.35,High,Energy Recovery,71.10888861107638,85.39999999999999,88.1,87.2987298729873,80.50836492537866,Critical,17.5,7.252804591703627,28.005841377511086,Low,Compliant
SWM_105758,Urban Zone,District_D,44,04-05-2025,06:56,Industrial,CP_1087,11.77608,74.861939,Metal,Steel,709.31,1.62,34.83,2.98,21.01,39.9,37.02,24.78,4.2,5.74,0.28,27.0,78.95,2.37,239,3,42.06,No,Dump Truck,7386,12.44,44,15.39,High,Transfer Station,7.23,42.72,47.05,9.61,82.1,72.77,26.18,120.6,119.8,High,Composting,27.578447305913244,28.000000000000004,57.400000000000006,72.76727672767277,40.426470431516215,Medium,65.3125,99.82607183233324,68.20407154969996,High,Violation
SWM_105759,Central Zone,District_C,39,24-05-2025,01:46,Commercial,CP_3375,8.768667,83.038966,Plastic,Plastic Bags,593.85,11.27,49.39,57.67,71.31,20.4,14.93,53.45,10.9,6.67,1.64,29.53,49.8,109.72,265,5,23.8,No,Compactor Truck,1836,59.09,137,36.72,Low,Waste Processing Unit,63.63,42.53,77.02,83.43,17.3,87.57,14.66,266.97,28.41,Low,Recycling,4.75059382422803,72.66666666666667,66.7,87.56875687568755,46.54221772771101,Medium,73.4375,20.349595617010173,57.35696201843639,Moderate,Warning
SWM_105760,Urban Zone,District_F,39,18-06-2025,15:44,Market,CP_2735,23.665145,95.007674,Organic,Fruit Waste,288.7,9.85,48.59,81.43,72.03,21.72,15.81,12.74,13.36,7.45,4.62,28.55,27.67,24.01,141,2,42.65,Yes,Electric Vehicle,1419,53.2,25,27.37,High,Composting Facility,18.48,35.18,18.76,29.16,15.59,82.01,5.81,290.12,37.89,Medium,Landfill,28.316039504938118,89.06666666666666,74.5,82.00820082008201,60.79431259165421,High,34.6875,28.5937907644143,43.735220562657624,Moderate,Compliant
SWM_105761,North Zone,District_D,28,22-06-2025,12:31,Residential,CP_4217,19.737169,93.927274,Mixed,General Waste,377.22,5.34,40.69,14.48,44.7,14.06,24.5,39.77,12.22,7.05,6.16,38.78,69.62,41.21,34,9,29.07,Yes,Electric Vehicle,9477,45.46,33,10.25,Moderate,Waste Processing Unit,86.2,69.88,44.83,96.31,75.1,48.18,29.99,188.35,34.97,Low,Composting,11.338917364670586,81.46666666666668,70.5,48.17481748174818,46.228456234797136,Medium,1.25,26.054439516479693,24.734665188277244,Low,Compliant
SWM_105762,Central Zone,District_H,23,02-10-2024,08:06,Hospital,CP_6814,21.363696,73.54003,Paper,Cardboard,577.26,10.04,11.84,74.44,40.53,4.08,12.14,53.09,10.75,3.99,7.12,25.05,33.86,110.26,297,2,46.31,Yes,Auto Tipper,4440,13.5,32,24.92,High,Recovery Center,88.13,75.92,44.11,63.61,20.18,51.05,83.86,562.88,89.15,Low,Composting,32.89161145143144,71.66666666666667,39.900000000000006,51.04510451045105,46.7100769238069,Medium,83.4375,73.17158013740325,78.0035573745543,High,Warning
SWM_105763,Suburban Zone,District_D,24,19-08-2024,19:57,Industrial,CP_4050,19.359082,75.748099,Plastic,HDPE,270.46,9.05,21.46,40.23,77.13,45.86,36.78,3.25,14.02,1.86,7.54,23.17,49.16,49.65,77,4,60.09,Yes,Dump Truck,9469,53.67,112,26.15,Low,Waste Processing Unit,19.6,42.99,14.47,33.85,42.5,31.28,77.19,48.26,112.35,Low,Composting,50.11876484560571,93.46666666666667,18.6,31.273127312731276,51.825141701818644,Medium,14.6875,93.34724758674668,54.04125760935734,Moderate,Warning
SWM_105764,North Zone,District_D,54,29-09-2024,22:51,Market,CP_6370,23.161954,91.261858,Paper,Newspaper,166.85,4.34,87.28,53.91,28.73,49.93,27.57,48.51,2.91,0.14,9.15,26.2,77.33,51.58,173,5,90.62,No,Mini Truck,2737,16.29,17,22.13,Low,Waste Processing Unit,36.55,68.54,53.68,73.61,43.72,77.96,50.79,104.59,89.16,Low,Energy Recovery,88.28603575446931,19.400000000000002,1.4000000000000001,77.95779577957795,52.13808366872442,Medium,44.6875,73.18027654578658,48.17783296373597,Moderate,Warning
SWM_105765,East Zone,District_A,1,17-09-2024,02:43,Residential,CP_6103,20.466648,90.732666,Plastic,HDPE,726.79,10.89,71.55,11.78,77.01,26.2,36.56,41.15,3.16,6.3,3.69,18.46,83.45,117.68,83,10,62.05,Yes,Auto Tipper,7344,19.76,15,10.12,Moderate,Composting Facility,25.41,83.76,15.57,93.04,42.6,65.64,42.33,598.41,47.85,High,Recycling,52.56907113389173,21.066666666666666,63.0,65.63656365636564,48.73977966867821,Medium,16.5625,37.25541351421863,23.671207387598923,Low,Compliant
SWM_105766,East Zone,District_F,27,25-06-2025,04:58,Hospital,CP_7423,18.926413,93.27289,Organic,Food Waste,110.54,2.3,87.96,9.39,3.49,37.86,18.64,31.77,7.74,8.8,3.79,39.69,62.98,18.07,165,3,77.68,Yes,Electric Vehicle,3076,6.59,33,11.48,Moderate,Recycling Plant,55.6,44.78,51.66,50.46,55.23,29.29,41.01,455.9,104.79,High,Energy Recovery,72.10901362670336,51.6,88.00000000000001,29.28292829282928,63.736044694605745,High,42.1875,86.7727628489434,57.44557885468302,Moderate,Warning
SWM_105767,West Zone,District_E,44,07-11-2024,04:38,Commercial,CP_2732,8.842702,79.426917,Paper,Magazine,316.66,6.52,5.12,29.9,49.54,11.5,2.22,14.0,12.66,2.71,4.62,21.14,74.84,51.27,88,2,35.0,No,Compactor Truck,3479,58.08,55,33.87,Low,Composting Facility,37.28,12.22,61.77,78.12,87.66,42.15,21.11,159.8,7.07,Low,Composting,18.752344043005376,84.39999999999999,27.1,42.14421442144214,40.34256978041847,Medium,18.125,1.7914601269675627,26.479938038090268,Low,Compliant
SWM_105768,Central Zone,District_B,52,17-10-2024,10:15,Industrial,CP_4004,30.887725,82.683625,Mixed,General Waste,741.54,2.22,31.49,85.75,49.33,17.75,10.71,35.04,5.78,2.65,3.77,37.07,51.47,56.99,275,7,73.35,No,Dump Truck,10336,29.59,51,38.19,Moderate,Composting Facility,7.0,67.48,86.23,27.08,41.29,38.24,91.11,217.48,67.79,High,Energy Recovery,66.69583697962244,38.53333333333334,26.5,38.23382338233824,47.34674163253305,Medium,76.5625,54.59605183059397,62.36673221584486,High,Warning
SWM_105769,East Zone,District_F,56,27-12-2024,09:13,Industrial,CP_8282,12.748382,69.233881,Paper,Office Paper,537.77,6.67,12.32,95.68,34.41,23.99,18.92,30.63,7.24,8.36,4.7,33.02,43.05,64.74,322,6,68.5,No,Electric Vehicle,3836,44.58,81,34.07,High,Composting Facility,64.39,14.0,9.56,58.94,25.76,79.12,92.9,278.72,75.7,Low,Landfill,60.632579072384054,48.266666666666666,83.6,79.11791179117913,64.90738506429716,High,91.25,61.47491086181407,73.72080659187756,High,Warning
SWM_105770,Suburban Zone,District_B,34,12-04-2025,15:31,Institutional,CP_6372,28.022672,90.444875,Metal,Steel,399.05,0.84,20.76,4.99,41.21,29.06,0.92,17.91,13.83,0.51,4.84,36.11,41.9,107.87,295,9,31.76,Yes,Auto Tipper,3020,41.89,118,17.79,Low,Composting Facility,25.38,44.83,54.7,23.46,91.66,10.65,56.02,309.49,104.29,Medium,Composting,14.701837729716216,92.2,5.1000000000000005,10.641064106410642,31.546894707848082,Low,82.8125,86.3379424297765,85.74763272893296,Critical,Violation
SWM_105771,Central Zone,District_F,35,09-02-2025,05:07,Industrial,CP_3102,21.072776,85.279369,Plastic,HDPE,741.4,0.78,49.23,92.4,7.86,44.2,0.82,49.36,13.08,0.1,2.24,29.4,54.15,75.36,180,4,26.13,Yes,Electric Vehicle,8342,2.11,38,9.34,Low,Recovery Center,78.8,31.91,71.69,40.0,66.92,1.02,4.87,449.03,112.62,High,Landfill,7.6634579322415295,87.2,1.0,1.0101010101010102,25.216898324411765,Low,46.875,93.58205061309678,68.95211518392904,High,Warning
SWM_105772,Central Zone,District_G,6,21-04-2025,21:21,Hospital,CP_1332,11.790309,78.585863,Mixed,General Waste,639.12,1.6,30.83,24.32,40.5,7.45,20.41,39.68,7.33,1.17,0.31,44.59,72.82,104.66,117,3,20.28,No,Dump Truck,10977,48.52,25,37.5,High,Transfer Station,21.44,28.59,59.56,16.79,3.05,77.66,81.62,378.88,57.59,High,Landfill,0.3500437554694351,48.86666666666667,11.7,77.65776577657766,26.34534903534109,Low,27.187499999999996,45.72571527958954,37.084797917210196,Low,Compliant
SWM_105773,Suburban Zone,District_G,40,12-09-2024,04:48,Industrial,CP_3224,24.901637,79.604277,Mixed,Municipal Mixed,222.29,1.31,28.79,55.06,2.05,42.55,20.24,34.34,3.77,9.92,4.36,23.53,91.54,1.3,46,6,96.94,No,Electric Vehicle,11778,19.72,43,30.26,High,Waste Processing Unit,32.6,60.73,56.66,82.61,59.64,88.39,83.36,278.9,70.63,Medium,Landfill,96.18702337792224,25.133333333333336,99.2,88.38883888388838,77.85646851708549,High,5.0,57.06583181146186,24.646416210105226,Low,Warning
SWM_105774,West Zone,District_D,36,12-11-2024,20:56,Industrial,CP_2893,31.889803,94.022344,Paper,Magazine,89.5,9.74,50.76,61.28,30.87,3.64,37.83,56.19,2.94,3.86,5.93,33.17,29.24,1.32,114,2,98.41,No,Mini Truck,6566,59.03,100,22.97,High,Composting Facility,44.13,95.86,47.07,47.23,12.3,36.52,64.79,449.03,119.5,Low,Energy Recovery,98.02475309413677,19.6,38.6,36.51365136513652,57.30694894242519,Medium,26.25,99.56517958083312,46.91455387424993,Moderate,Violation
SWM_105775,Central Zone,District_G,37,15-04-2025,02:51,Hospital,CP_8395,30.923175,87.746348,Metal,Iron,162.06,4.45,66.71,47.61,60.98,33.09,18.65,20.1,2.4,4.41,6.74,19.96,43.79,16.15,152,9,43.36,No,Electric Vehicle,4583,48.61,103,17.03,Moderate,Recovery Center,87.19,73.18,36.66,16.21,0.2,42.48,50.36,290.93,47.19,High,Energy Recovery,29.203650456307038,16.0,44.1,42.47424742474247,30.872597296234186,Low,38.125,36.68145056091834,33.2669351682755,Low,Compliant
SWM_105776,Suburban Zone,District_G,5,11-03-2025,13:33,Residential,CP_4303,29.08467,70.732588,Glass,Bottle,104.24,6.66,7.61,39.73,15.7,10.61,19.38,32.19,6.2,1.34,4.7,39.59,70.82,62.21,275,7,31.35,Yes,Dump Truck,11255,36.84,133,21.18,High,Waste Processing Unit,82.53,15.26,38.84,10.08,52.42,90.35,94.4,56.93,47.44,Medium,Composting,14.189273659207405,41.333333333333336,13.4,90.34903490349035,32.24139803253985,Low,76.5625,36.898860770501784,57.6175748978172,Moderate,Warning
SWM_105777,North Zone,District_E,46,18-12-2024,20:13,Market,CP_8692,17.438326,86.363714,Mixed,Mixed Dry,572.6,2.42,20.63,28.44,2.04,28.68,27.91,0.3,6.49,4.57,6.1,38.31,85.0,18.78,314,8,51.68,Yes,Auto Tipper,11472,36.33,78,20.6,Low,Recycling Plant,66.5,56.75,32.75,91.8,82.24,72.86,38.74,68.95,117.12,High,Recycling,39.60495061882735,43.26666666666667,45.7,72.85728572857285,46.72723977348354,Medium,88.75,97.49543438559876,82.27696364901297,Critical,Violation
SWM_105778,Urban Zone,District_G,18,20-04-2025,07:37,Hospital,CP_6748,27.653209,76.326597,Glass,Broken Glass,374.64,3.13,68.0,64.44,41.57,18.77,12.26,48.78,5.89,4.77,1.74,41.36,38.46,20.39,47,6,69.97,No,Mini Truck,3692,8.92,19,39.16,High,Recycling Plant,55.97,4.58,13.96,93.3,54.81,35.5,69.52,248.52,21.44,Low,Landfill,62.47030878859857,39.266666666666666,47.699999999999996,35.4935493549355,49.66882258534642,Medium,5.3125,14.288198973823812,14.796043025480477,Low,Compliant
SWM_105779,West Zone,District_C,58,28-11-2024,06:27,Market,CP_6458,29.599864,78.571223,Glass,Container,785.14,3.36,11.64,58.14,8.03,39.79,14.83,58.42,13.5,5.15,3.55,44.72,46.83,13.85,197,9,78.97,Yes,Auto Tipper,1910,49.9,94,14.31,High,Composting Facility,27.7,42.87,19.85,89.31,85.36,70.57,82.61,180.84,59.99,Low,Recycling,73.72171521440181,90.0,51.5,70.56705670567057,72.87374459161131,High,52.1875,47.81285329159058,58.43760598747717,Moderate,Compliant
SWM_105780,Industrial Zone,District_D,18,28-02-2025,11:13,Institutional,CP_6432,18.619684,91.895868,Organic,Food Waste,135.7,2.43,57.35,38.51,11.9,5.44,18.94,44.31,0.8,7.42,6.14,26.91,22.28,116.36,133,3,50.11,No,Mini Truck,4385,56.1,11,21.94,Moderate,Recycling Plant,56.85,32.96,40.55,65.99,46.73,39.5,2.89,246.64,26.93,Low,Landfill,37.64220527565946,5.333333333333334,74.2,39.4939493949395,37.154307852838045,Low,32.1875,19.062527176276202,22.879174819549526,Low,Compliant
SWM_105781,North Zone,District_F,42,17-03-2025,08:54,Industrial,CP_4036,34.9984,75.443608,Plastic,HDPE,67.89,2.17,15.82,17.89,19.35,47.66,30.63,13.5,10.17,6.45,3.27,28.0,87.64,57.69,188,9,95.43,Yes,Electric Vehicle,11510,11.78,110,3.41,Low,Recovery Center,49.2,58.95,52.01,65.1,35.39,13.46,28.0,80.58,13.08,Low,Landfill,94.29928741092638,67.80000000000001,64.5,13.451345134513454,69.58741673454757,High,49.375,7.01800156535351,40.352900469606055,Moderate,Warning
SWM_105782,Suburban Zone,District_A,34,05-09-2024,00:37,Market,CP_9039,18.89035,94.014282,Paper,Cardboard,405.28,2.2,35.7,97.77,2.48,30.08,24.41,52.89,6.24,4.21,9.69,18.65,65.56,84.21,233,6,27.29,No,Electric Vehicle,8224,43.1,69,27.07,Moderate,Recycling Plant,1.63,85.0,63.69,92.67,62.65,42.5,61.62,523.47,53.45,High,Energy Recovery,9.113639204900611,41.6,42.1,42.494249424942495,28.839593095701616,Low,63.4375,42.125402208887735,52.67637066266632,Moderate,Warning
